"label","lat","lng","img"
"Faggio
Lizzano in Belvedere
in prossimità dell'accesso alla """Baita del Sole"""","44.12850629","10.81393823","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6764.jpg"
"Faggio
Lizzano in Belvedere
in prossimità dell'accesso alla """Baita del Sole"""","44.12850629","10.81393823","http://online.ibc.regione.emilia-romagna.it/mtrees/image/14773.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/2580.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8041.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8043.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8045.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8049.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8051.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8053.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8125.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8127.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8129.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6640.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10110.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11250.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11252.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11254.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11256.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11258.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11260.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11262.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11264.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11266.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11268.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/14775.jpg"
"Acero
Lizzano in Belvedere
piazzale del Santuario della """Beata Vergine dell'Acero"""","44.14804834","10.82320171","http://online.ibc.regione.emilia-romagna.it/mtrees/image/14777.jpg"
"Acero
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14765861","10.82336476","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10112.jpg"
"Acero
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14765861","10.82336476","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10114.jpg"
"Acero
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14765861","10.82336476","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10116.jpg"
"Acero
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14765861","10.82336476","http://online.ibc.regione.emilia-romagna.it/mtrees/image/14779.jpg"
"Un esemplare di faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14638461","10.82308797","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10446.jpg"
"Un esemplare di faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14638461","10.82308797","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10448.jpg"
"Un esemplare di faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14638461","10.82308797","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10450.jpg"
"Un esemplare di faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14638461","10.82308797","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10452.jpg"
"Un esemplare di faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14638461","10.82308797","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10454.jpg"
"Un esemplare di faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14638461","10.82308797","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10496.jpg"
"Un esemplare di faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14638461","10.82308797","http://online.ibc.regione.emilia-romagna.it/mtrees/image/14781.jpg"
"Faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14626922","10.82298439","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10460.jpg"
"Faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14626922","10.82298439","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10462.jpg"
"Faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14626922","10.82298439","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10464.jpg"
"Faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14626922","10.82298439","http://online.ibc.regione.emilia-romagna.it/mtrees/image/14783.jpg"
"Faggio
Lizzano in Belvedere
in prossimità del fosso dell'Acero","44.14585646","10.82233403","http://online.ibc.regione.emilia-romagna.it/mtrees/image/14785.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10466.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10468.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10488.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10490.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/13225.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10470.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10472.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10474.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10476.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10484.jpg"
"N° 2 esemplari di Faggio
Lizzano in Belvedere","44.147621","10.82290098","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10486.jpg"
"Faggio
Lizzano in Belvedere","44.14599483","10.82212574","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10478.jpg"
"Faggio
Lizzano in Belvedere","44.14599483","10.82212574","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10480.jpg"
"Faggio
Lizzano in Belvedere","44.14599483","10.82212574","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10482.jpg"
"Faggio
Lizzano in Belvedere","44.14599483","10.82212574","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10492.jpg"
"Faggio
Lizzano in Belvedere","44.14599483","10.82212574","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10494.jpg"
"Faggio
Lizzano in Belvedere","44.14599483","10.82212574","http://online.ibc.regione.emilia-romagna.it/mtrees/image/14787.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1648.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1652.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1664.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1667.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1670.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1677.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6864.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/7618.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/7620.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/7624.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/5012.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6585.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6587.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9608.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9610.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9612.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9614.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11797.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11799.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11801.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11803.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/12135.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/12137.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/12158.jpg"
"Olmo ("""Ulmus carpinifolia""")
Campagnola Emilia
Vettigano","44.84176874","10.78374041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/"
"Olmo """Ulmus carpinifolia"""
Brisighella
Cà di Po' fraz. Monte Romano","44.14204132","11.63361645","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6700.12.06.pdf"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1140.jpg"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1141.jpg"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/4618.jpg"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/4622.jpg"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/4626.jpg"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/4628.jpg"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/4630.jpg"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6581.jpg"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9882.jpg"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9884.jpg"
"Biancospino ("""Crataegus monogyna""")
Brisighella
Fontanamoneta fraz. Monte Romano","44.13072899","11.604389","http://online.ibc.regione.emilia-romagna.it/mtrees/image/15519.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1142.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1143.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1144.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1145.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1146.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1147.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/4616.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9502.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9504.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9506.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10942.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/10944.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11060.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11062.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11064.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/11066.jpg"
"Roverella ("""Quercus pubescens""")
Brisighella
La Valle di Ghiozzano fraz. Fognano","44.20721905","11.72651041","http://online.ibc.regione.emilia-romagna.it/mtrees/image/15521.jpg"
"Cerro-sughera ("""Quercus pseudosuber""")
Brisighella
Serra di croce Daniele fraz. Monte Romano","44.14300941","11.63535983","http://online.ibc.regione.emilia-romagna.it/mtrees/image/1150.jpg"
"Cerro-sughera ("""Quercus pseudosuber""")
Brisighella
Serra di croce Daniele fraz. Monte Romano","44.14300941","11.63535983","http://online.ibc.regione.emilia-romagna.it/mtrees/image/4632.jpg"
"Cerro-sughera ("""Quercus pseudosuber""")
Brisighella
Serra di croce Daniele fraz. Monte Romano","44.14300941","11.63535983","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9508.jpg"
"Cerro-sughera ("""Quercus pseudosuber""")
Brisighella
Serra di croce Daniele fraz. Monte Romano","44.14300941","11.63535983","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9888.jpg"
"Cerro-sughera ("""Quercus pseudosuber""")
Brisighella
Serra di croce Daniele fraz. Monte Romano","44.14300941","11.63535983","http://online.ibc.regione.emilia-romagna.it/mtrees/image/9890.jpg"
"Cerro-sughera ("""Quercus pseudosuber""")
Brisighella
Serra di croce Daniele fraz. Monte Romano","44.14300941","11.63535983","http://online.ibc.regione.emilia-romagna.it/mtrees/image/13796.jpg"
"Cerro-sughera ("""Quercus pseudosuber""")
Brisighella
Serra di croce Daniele fraz. Monte Romano","44.14300941","11.63535983","http://online.ibc.regione.emilia-romagna.it/mtrees/image/15523.jpg"
"Sorbo ("""Sorbus domestica""")
Brisighella
Gebania di Monte Romano","44.24159611","11.64982941","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6698.12.06.pdf"
"Sorbo ("""Sorbus domestica""")
Brisighella
Gebania di Monte Romano","44.24159611","11.64982941","http://online.ibc.regione.emilia-romagna.it/mtrees/image/7036.jpg"
"Sorbo ("""Sorbus domestica""")
Brisighella
Gebania di Monte Romano","44.24159611","11.64982941","http://online.ibc.regione.emilia-romagna.it/mtrees/image/7038.jpg"
"Sorbo ("""Sorbus domestica""")
Brisighella
Gebania di Monte Romano","44.24159611","11.64982941","http://online.ibc.regione.emilia-romagna.it/mtrees/image/7040.jpg"
"Sorbo ("""Sorbus domestica""")
Brisighella
Gebania di Monte Romano","44.24159611","11.64982941","http://online.ibc.regione.emilia-romagna.it/mtrees/image/7042.jpg"
"Sorbo ("""Sorbus domestica""")
Brisighella
Gebania di Monte Romano","44.24159611","11.64982941","http://online.ibc.regione.emilia-romagna.it/mtrees/image/7044.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/78.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/2589.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/2590.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/2591.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8353.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8355.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8357.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8359.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8365.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8367.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8369.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6634.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6636.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/6766.jpg"
"Cipresso (Cupressus sempervirens)
Grizzana Morandi
fraz. Vimignano La Scola","44.21498696","11.07117384","http://online.ibc.regione.emilia-romagna.it/mtrees/image/14795.jpg"
"Acero montano ("""Acer pseudoplatanus""")
Porretta Terme
frazione Castelluccio nei pressi della chiesa di Santa Maria Assunta","44.15116681","10.9271198","http://online.ibc.regione.emilia-romagna.it/mtrees/image/134.jpg"
"Acero montano ("""Acer pseudoplatanus""")
Porretta Terme
frazione Castelluccio nei pressi della chiesa di Santa Maria Assunta","44.15116681","10.9271198","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8559.jpg"
"Acero montano ("""Acer pseudoplatanus""")
Porretta Terme
frazione Castelluccio nei pressi della chiesa di Santa Maria Assunta","44.15116681","10.9271198","http://online.ibc.regione.emilia-romagna.it/mtrees/image/8563.jpg"
"Acero montano ("""Acer pseudoplatanus""")
Porretta Terme
